question_id,survey_name,column_name,question_text,import_id,option_text,option_count,observed_min,observed_max,scale_min,scale_max,response_range,n_responses,question_document,text_char_len,text_word_len,has_question_mark,has_percent_symbol,has_money_symbol,is_binary,is_wide_scale,is_continuousish,topic_risk,topic_future,topic_social,topic_money,topic_identity,topic_habit,topic_emotion,topic_politics,topic_environment,topic_probabilistic
survey_2::Loss Aversion 1 _9,survey_2,Loss Aversion 1 _9,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$3.25",QID276_9,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$3.25 1 | 1 Loss Aversion 1 _9",776,144,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 1 _10,survey_2,Loss Aversion 1 _10,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$3.00",QID276_10,1 | 2,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$3.00 1 | 2 Loss Aversion 1 _10",777,144,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 1 _11,survey_2,Loss Aversion 1 _11,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$2.75",QID276_11,2 | 2,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$2.75 2 | 2 Loss Aversion 1 _11",777,144,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 1 _12,survey_2,Loss Aversion 1 _12,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$2.50",QID276_12,2 | 2,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$2.50 2 | 2 Loss Aversion 1 _12",777,144,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 1 _13,survey_2,Loss Aversion 1 _13,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$2.00",QID276_13,2 | 2,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$2.00 2 | 2 Loss Aversion 1 _13",777,144,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 1 _14,survey_2,Loss Aversion 1 _14,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$1.00",QID276_14,2 | 2,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $6 (as indicated by the minus sign before $6) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$1.00 2 | 2 Loss Aversion 1 _14",777,144,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _1,survey_2,Loss Aversion 2 _1,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$7.50",QID277_1,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$7.50 1 | 1 Loss Aversion 2 _1",782,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _2,survey_2,Loss Aversion 2 _2,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$7.00",QID277_2,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$7.00 1 | 1 Loss Aversion 2 _2",782,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _3,survey_2,Loss Aversion 2 _3,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$6.75",QID277_3,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$6.75 1 | 1 Loss Aversion 2 _3",782,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _4,survey_2,Loss Aversion 2 _4,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$6.50",QID277_4,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$6.50 1 | 1 Loss Aversion 2 _4",782,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _5,survey_2,Loss Aversion 2 _5,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$6.25",QID277_5,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$6.25 1 | 1 Loss Aversion 2 _5",782,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _6,survey_2,Loss Aversion 2 _6,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$6.00",QID277_6,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$6.00 1 | 1 Loss Aversion 2 _6",782,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _7,survey_2,Loss Aversion 2 _7,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$5.75",QID277_7,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$5.75 1 | 1 Loss Aversion 2 _7",782,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _8,survey_2,Loss Aversion 2 _8,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$5.50",QID277_8,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$5.50 1 | 1 Loss Aversion 2 _8",782,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _9,survey_2,Loss Aversion 2 _9,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$5.25",QID277_9,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$5.25 1 | 1 Loss Aversion 2 _9",782,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _10,survey_2,Loss Aversion 2 _10,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$5.00",QID277_10,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$5.00 1 | 1 Loss Aversion 2 _10",783,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _11,survey_2,Loss Aversion 2 _11,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$4.75",QID277_11,2 | 2,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$4.75 2 | 2 Loss Aversion 2 _11",783,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _12,survey_2,Loss Aversion 2 _12,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$4.50",QID277_12,2 | 2,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$4.50 2 | 2 Loss Aversion 2 _12",783,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _13,survey_2,Loss Aversion 2 _13,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$4.00",QID277_13,2 | 2,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$4.00 2 | 2 Loss Aversion 2 _13",783,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 2 _14,survey_2,Loss Aversion 2 _14,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$3.00",QID277_14,2 | 2,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $8 and a 50% chance of LOSING $2 (as indicated by the minus sign before $8 and $2). A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$3.00 2 | 2 Loss Aversion 2 _14",783,146,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 3 _1,survey_2,Loss Aversion 3 _1,"In this question, the LOTTERY is a 50% chance of LOSING $10 (as indicated by the minus sign before $10) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$7.50",QID278_1,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $10 (as indicated by the minus sign before $10) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$7.50 1 | 1 Loss Aversion 3 _1",778,144,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 3 _2,survey_2,Loss Aversion 3 _2,"In this question, the LOTTERY is a 50% chance of LOSING $10 (as indicated by the minus sign before $10) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$7.00",QID278_2,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $10 (as indicated by the minus sign before $10) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$7.00 1 | 1 Loss Aversion 3 _2",778,144,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
survey_2::Loss Aversion 3 _3,survey_2,Loss Aversion 3 _3,"In this question, the LOTTERY is a 50% chance of LOSING $10 (as indicated by the minus sign before $10) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$6.75",QID278_3,1 | 1,2,1.0,2.0,1.0,2.0,1.0,233,"In this question, the LOTTERY is a 50% chance of LOSING $10 (as indicated by the minus sign before $10) and a 50% chance of winning $0. A graphical representation of the lottery is found below. Suppose you are given the option to exchange this lottery for certain amounts of money. The alternative also involves losing money, as indicated by the minus sign. Please choose between the following options. For each line in the list, you must choose between the option on the left and the option on the right. Note that on each line, the option on the left stays the same while the option on the right gets better as one goes down the list. You can select the option you would prefer receiving by clicking on the button next to that option. - Lottery:-$6.75 1 | 1 Loss Aversion 3 _3",778,144,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
